Nome,Classe,Bolsa / Fonte,Tipo de Ativo,"Ativo /
Cancelado",Código,"Setor NAICS
ult disponiv","Setor Agro
Bovespa","AtvCir
 < Dez 2020
 Em moeda orig
 em milhares
 consolid:sim*","AtvCir
 < Dez 2021
 Em moeda orig
 em milhares
 consolid:sim*","AtvCir
 < Dez 2022
 Em moeda orig
 em milhares
 consolid:sim*","AtvCir
 < Dez 2023
 Em moeda orig
 em milhares
 consolid:sim*","AtvCir
 < Dez 2024
 Em moeda orig
 em milhares
 consolid:sim*","AtvNaoCir
 < Dez 2020
 Em moeda orig
 em milhares
 consolid:sim*","AtvNaoCir
 < Dez 2021
 Em moeda orig
 em milhares
 consolid:sim*","AtvNaoCir
 < Dez 2022
 Em moeda orig
 em milhares
 consolid:sim*","AtvNaoCir
 < Dez 2023
 Em moeda orig
 em milhares
 consolid:sim*","AtvNaoCir
 < Dez 2024
 Em moeda orig
 em milhares
 consolid:sim*","PasCir
 < Dez 2020
 Em moeda orig
 em milhares
 consolid:sim*","PasCir
 < Set 2021
 Em moeda orig
 em milhares
 consolid:sim*","PasCir
 < Dez 2022
 Em moeda orig
 em milhares
 consolid:sim*","PasCir
 < Dez 2023
 Em moeda orig
 em milhares
 consolid:sim*","PasCir
 < Dez 2024
 Em moeda orig
 em milhares
 consolid:sim*","PasNoCir
 < Dez 2020
 Em moeda orig
 em milhares
 consolid:sim*","PasNoCir
 < Dez 2021
 Em moeda orig
 em milhares
 consolid:sim*","PasNoCir
 < Dez 2022
 Em moeda orig
 em milhares
 consolid:sim*","PasNoCir
 < Dez 2023
 Em moeda orig
 em milhares
 consolid:sim*","PasNoCir
 < Dez 2024
 Em moeda orig
 em milhares
 consolid:sim*","Patrim Liq
 < Dez 2020
 Em moeda orig
 em milhares
 consolid:sim*","Patrim Liq
 < Dez 2021
 Em moeda orig
 em milhares
 consolid:sim*","Patrim Liq
 < Dez 2022
 Em moeda orig
 em milhares
 consolid:sim*","Patrim Liq
 < Dez 2023
 Em moeda orig
 em milhares
 consolid:sim*","Patrim Liq
 < Dez 2024
 Em moeda orig
 em milhares
 consolid:sim*","LPA
 < Dez 2020
 Em moeda orig
 de 12 meses
 consolid:sim*
 ajust p/ prov","LPA
 < Dez 2021
 Em moeda orig
 de 12 meses
 consolid:sim*
 ajust p/ prov","LPA
 < Dez 2022
 Em moeda orig
 de 12 meses
 consolid:sim*
 ajust p/ prov","LPA
 < Dez 2023
 Em moeda orig
 de 12 meses
 consolid:sim*
 ajust p/ prov","LPA
 < Dez 2024
 Em moeda orig
 de 12 meses
 consolid:sim*
 ajust p/ prov","Receita
 < Dez 2020
 Em moeda orig
 em milhares
 no exercício
 consolid:sim*","Receita
 < Dez 2021
 Em moeda orig
 em milhares
 no exercício
 consolid:sim*","Receita
 < Dez 2022
 Em moeda orig
 em milhares
 no exercício
 consolid:sim*","Receita
 < Dez 2023
 Em moeda orig
 em milhares
 no exercício
 consolid:sim*","Receita
 < Dez 2024
 Em moeda orig
 em milhares
 no exercício
 consolid:sim*","Lucro Liquido
 < Dez 2020
 Em moeda orig
 em milhares
 no exercício
 consolid:sim*","Lucro Liquido
 < Dez 2021
 Em moeda orig
 em milhares
 no exercício
 consolid:sim*","Lucro Liquido
 < Dez 2022
 Em moeda orig
 em milhares
 no exercício
 consolid:sim*","Lucro Liquido
 < Dez 2023
 Em moeda orig
 em milhares
 no exercício
 consolid:sim*","Lucro Liquido
 < Dez 2024
 Em moeda orig
 em milhares
 no exercício
 consolid:sim*","DivBr/Ativo
 < Dez 2020
 consolid:sim*","DivBr/Ativo
 < Dez 2021
 consolid:sim*","DivBr/Ativo
 < Dez 2022
 consolid:sim*","DivBr/Ativo
 < Dez 2023
 consolid:sim*","DivBr/Ativo
 < Dez 2024
 consolid:sim*","LiqCor
 < Dez 2020
 consolid:sim*","LiqCor
 < Dez 2021
 consolid:sim*","LiqCor
 < Dez 2022
 consolid:sim*","LiqCor
 < Dez 2023
 consolid:sim*","LiqCor
 < Dez 2024
 consolid:sim*","LiqGer
 < Dez 2020
 consolid:sim*","LiqGer
 < Dez 2021
 consolid:sim*","LiqGer
 < Dez 2022
 consolid:sim*","LiqGer
 < Dez 2023
 consolid:sim*","LiqGer
 < Dez 2024
 consolid:sim*","RentAt
 < Dez 2020
 de 12 meses
 consolid:sim*","RentAt
 < Dez 2021
 de 12 meses
 consolid:sim*","RentAt
 < Dez 2022
 de 12 meses
 consolid:sim*","RentAt
 < Dez 2023
 de 12 meses
 consolid:sim*","RentAt
 < Dez 2024
 de 12 meses
 consolid:sim*","RenPat(med)
 < Dez 2020
 Em moeda orig
 de 12 meses
 consolid:sim*","RenPat(med)
 < Dez 2021
 Em moeda orig
 de 12 meses
 consolid:sim*","RenPat(med)
 < Dez 2022
 Em moeda orig
 de 12 meses
 consolid:sim*","RenPat(med)
 < Dez 2023
 Em moeda orig
 de 12 meses
 consolid:sim*","RenPat(med)
 < Dez 2024
 Em moeda orig
 de 12 meses
 consolid:sim*","Mrg EBIT
 < Dez 2020
 de 12 meses
 consolid:sim*","Mrg EBIT
 < Dez 2021
 de 12 meses
 consolid:sim*","Mrg EBIT
 < Dez 2022
 de 12 meses
 consolid:sim*","Mrg EBIT
 < Dez 2023
 de 12 meses
 consolid:sim*","Mrg EBIT
 < Dez 2024
 de 12 meses
 consolid:sim*","Margem Liquida
 < Dez 2020
 de 12 meses
 consolid:sim*","Margem Liquida
 < Dez 2021
 de 12 meses
 consolid:sim*","Margem Liquida
 < Dez 2022
 de 12 meses
 consolid:sim*","Margem Liquida
 < Dez 2023
 de 12 meses
 consolid:sim*","Margem Liquida
 < Dez 2024
 de 12 meses
 consolid:sim*","Ativo Tot
 < Dez 2020
 Em moeda orig
 em milhares
 consolid:sim*","Ativo Tot
 < Dez 2021
 Em moeda orig
 em milhares
 consolid:sim*","Ativo Tot
 < Dez 2022
 Em moeda orig
 em milhares
 consolid:sim*","Ativo Tot
 < Dez 2023
 Em moeda orig
 em milhares
 consolid:sim*","Ativo Tot
 < Dez 2024
 Em moeda orig
 em milhares
 consolid:sim*","CxOper
 < Dez 2020
 Em moeda orig
 em milhares
 de 12 meses
 consolid:sim*","CxOper
 < Dez 2021
 Em moeda orig
 em milhares
 de 12 meses
 consolid:sim*","CxOper
 < Dez 2022
 Em moeda orig
 em milhares
 de 12 meses
 consolid:sim*","CxOper
 < Dez 2023
 Em moeda orig
 em milhares
 de 12 meses
 consolid:sim*","CxOper
 < Dez 2024
 Em moeda orig
 em milhares
 de 12 meses
 consolid:sim*","CxInvest
 < Dez 2020
 Em moeda orig
 em milhares
 de 12 meses
 consolid:sim*","CxInvest
 < Dez 2021
 Em moeda orig
 em milhares
 de 12 meses
 consolid:sim*","CxInvest
 < Dez 2022
 Em moeda orig
 em milhares
 de 12 meses
 consolid:sim*","CxInvest
 < Dez 2023
 Em moeda orig
 em milhares
 de 12 meses
 consolid:sim*","CxInvest
 < Dez 2024
 Em moeda orig
 em milhares
 de 12 meses
 consolid:sim*","CxFinan
 < Dez 2020
 Em moeda orig
 em milhares
 de 12 meses
 consolid:sim*","CxFinan
 < Dez 2021
 Em moeda orig
 em milhares
 de 12 meses
 consolid:sim*","CxFinan
 < Dez 2022
 Em moeda orig
 em milhares
 de 12 meses
 consolid:sim*","CxFinan
 < Dez 2023
 Em moeda orig
 em milhares
 de 12 meses
 consolid:sim*","CxFinan
 < Dez 2024
 Em moeda orig
 em milhares
 de 12 meses
 consolid:sim*","Valor Mercado
da empresa
31Dez20
Em moeda orig
em milhares","Valor Mercado
da empresa
31Dez21
Em moeda orig
em milhares","Valor Mercado
da empresa
31Dez22
Em moeda orig
em milhares","Valor Mercado
da empresa
31Dez23
Em moeda orig
em milhares","Valor Mercado
da empresa
31Dez24
Em moeda orig
em milhares"
Cambuci,ON,Bovespa,Ação,ativo,CAMB3,Indústria de calçados,-,104.787,132.144,182.934,147.281,174.302,176.797,186.605,203.559,188.312,194.630,109.740,117.129,107.745,66.356,61.907,74.839,71.275,107.633,36.405,25.722,97.343,125.424,171.668,232.830,281.302,"0,52362968","0,6507117446","1,342174759","1,713625665","1,823055273",156.499,240.098,440.404,459.161,437.894,22.010,27.484,56.636,71.865,76.417,"25,4","30,7","28,9",3,"0,9",1,"1,1","1,7","2,2","2,8","1,1","1,2","1,3","2,2","2,8","7,8","8,7","14,7","21,4","20,7","25,8","24,9","38,3","35,6","29,7","10,1",15,"20,2","21,4","21,7","14,1","11,5","12,9","15,7","17,5",281.584,318.749,386.493,335.593,368.932,17.336,-11.177,42.749,136.479,85.828,-5.469,-8.587,-25.617,-10.410,-25.523,-14.285,19.292,-9.014,-120.315,-36.438,238.707,208.416,272.801,449.890,438.897
Camil,ON,Bovespa,Ação,ativo,CAML3,Outras indústrias de alimentos,Sim,4.309.678,5.146.345,4.839.084,6.158.482,7.114.625,2.294.502,2.971.633,3.721.313,4.175.100,4.779.896,1.740.710,1.601.515,2.478.939,3.541.706,3.491.010,2.102.201,3.058.355,3.073.450,3.753.233,4.850.239,2.761.269,2.872.439,3.008.162,3.038.401,3.553.012,"1,246571154","1,149035612","1,339533717","0,7739670015","1,019701284",5.635.412,6.748.647,7.693.248,8.567.316,9.265.791,377.602,335.210,337.694,253.780,241.579,"40,5","46,2","44,8","51,2","52,1","2,5","2,4",2,"1,7",2,"1,2",1,"0,9","0,9",1,7,"5,2","5,6","2,6","2,9","18,9","14,9","16,4","8,9","10,6","8,6","6,5","7,8",5,"5,9","6,5","4,9","4,8","2,4","2,9",6.604.180,8.117.978,8.560.397,10.333.582,11.894.521,514.263,733.384,-219.378,-152.425,275.658,-9.392,-803.690,-399.875,-325.816,-537.022,351.982,769.742,-436.235,1.158.812,534.793,4.075.336,4.119.714,2.898.112,2.893.817,1.995.267
Carrefour BR,ON,Bovespa,Ação,ativo,CRFB3,Loja de departamentos,Sim,25.413.000,30.838.000,42.747.000,44.643.000,51.210.000,26.411.000,28.086.000,49.548.000,48.123.000,48.978.000,24.720.000,24.712.000,46.725.000,47.431.000,51.271.000,10.059.000,11.452.000,23.798.000,24.508.000,26.303.000,15.709.000,17.079.000,20.270.000,19.218.000,20.808.000,"1,345621483","1,583666327","0,8446623807","-0,3774188268","0,8314014158",71.191.000,77.751.000,102.890.000,109.859.000,115.636.000,2.671.000,3.144.000,1.739.000,-795.000,1.753.000,"11,1","15,3","20,7","22,8","24,9",1,"1,1","0,9","0,9",1,1,"0,9","0,7","0,8","0,8","5,5","5,7","2,2","-0,7","1,9","17,9",19,"9,9",-3,"8,9","6,3","6,6","4,8","2,6","3,7",4,"4,3","1,9","-0,6","1,7",51.824.000,58.924.000,92.295.000,92.766.000,100.188.000,4.033.000,4.444.000,6.973.000,4.729.000,4.706.000,-3.323.000,-3.567.000,-7.302.000,-906.000,-1.026.000,-360.000,396.000,4.219.000,-2.629.000,-502.000,38.493.010,30.276.428,31.092.173,26.248.265,11.452.178
Casan,ON,Bovespa,Ação,ativo,CASN3,"Água, esgoto e outros sistemas",-,497.461,483.085,532.122,917.694,1.050.772,3.270.003,3.424.586,3.811.272,4.098.097,4.505.760,571.202,420.920,704.144,733.898,953.579,1.872.105,1.789.179,1.778.339,2.278.315,2.344.544,1.324.157,1.671.985,1.860.911,2.003.578,2.258.409,"0,154608913","0,1694885661","0,1025430239","0,05239546214","0,2271968917",1.143.679,1.217.771,1.409.964,1.634.101,1.950.410,112.504,134.950,91.990,50.743,243.028,"39,1","36,4","38,6","43,7","43,8","0,9","1,1","0,8","1,3","1,1","0,3","0,3","0,3","0,7","0,7",3,"3,5","2,1",1,"4,4","8,7",9,"5,2","2,6","11,4","24,2","22,9","16,8","15,8","28,4","9,8","11,1","6,5","3,1","12,5",3.767.464,3.907.671,4.343.394,5.015.791,5.556.532,175.075,73.307,84.003,278.043,335.465,-212.136,-237.700,-595.464,-462.053,-586.272,-25.767,126.223,469.277,587.452,247.222,-,-,-,-,-
Casan,PN,Bovespa,Ação,ativo,CASN4,"Água, esgoto e outros sistemas",-,497.461,483.085,532.122,917.694,1.050.772,3.270.003,3.424.586,3.811.272,4.098.097,4.505.760,571.202,420.920,704.144,733.898,953.579,1.872.105,1.789.179,1.778.339,2.278.315,2.344.544,1.324.157,1.671.985,1.860.911,2.003.578,2.258.409,"0,154608913","0,1694885661","0,1025430239","0,05239546214","0,2271968917",1.143.679,1.217.771,1.409.964,1.634.101,1.950.410,112.504,134.950,91.990,50.743,243.028,"39,1","36,4","38,6","43,7","43,8","0,9","1,1","0,8","1,3","1,1","0,3","0,3","0,3","0,7","0,7",3,"3,5","2,1",1,"4,4","8,7",9,"5,2","2,6","11,4","24,2","22,9","16,8","15,8","28,4","9,8","11,1","6,5","3,1","12,5",3.767.464,3.907.671,4.343.394,5.015.791,5.556.532,175.075,73.307,84.003,278.043,335.465,-212.136,-237.700,-595.464,-462.053,-586.272,-25.767,126.223,469.277,587.452,247.222,-,-,-,-,-
Casas Bahia,ON,Bovespa,Ação,ativo,BHIA3,Loja de departamentos,-,19.248.000,18.464.000,17.123.000,13.350.000,14.140.000,13.808.000,16.876.000,18.451.000,18.646.000,19.749.000,18.497.000,19.560.000,19.750.000,18.829.000,19.262.000,8.580.000,11.026.000,10.540.000,9.713.000,12.150.000,5.979.000,5.637.000,5.284.000,3.454.000,2.477.000,"17,15275074","-4,649137348","-5,390271337","-36,13476191","-11,00160325",28.901.000,30.899.000,30.898.000,28.847.000,27.206.000,1.004.000,-297.000,-342.000,-2.625.000,-1.045.000,"27,5","26,7","26,4",28,"27,9",1,1,"0,9","0,7","0,7",1,"0,9","0,9","0,9","0,9",3,"-0,8",-1,"-8,2","-3,1","30,6","-5,1","-6,3","-60,1","-35,2","5,6","-1,1","3,8",-4,"1,9","3,5",-1,"-1,1","-9,1","-3,8",33.056.000,35.340.000,35.574.000,31.996.000,33.889.000,-4.221.000,1.118.000,3.079.000,4.024.000,10.643.000,-444.000,-958.000,-928.000,-505.000,-224.000,6.285.000,-1.363.000,-1.913.000,-2.965.000,-10.861.000,25.808.199,8.379.693,3.792.806,1.079.541,274.758
Cba,ON,Bovespa,Ação,ativo,CBAV3,Mineração de metais,-,3.405.147,4.454.983,4.270.276,4.862.397,4.561.891,7.805.798,7.510.244,7.643.837,8.699.535,9.271.129,1.990.663,2.328.592,2.188.564,2.056.235,2.345.979,5.480.149,5.089.612,4.762.664,6.801.545,7.475.487,3.563.399,4.500.799,4.422.021,4.458.435,3.784.334,"-1,510726473","1,276295669","1,456026295","-1,522753008","-0,2786600793",5.411.382,8.423.180,8.824.627,7.348.067,8.173.649,-927.828,742.944,867.549,-907.307,-180.671,"26,4","26,3","24,4","32,4","34,8","1,7","2,1",2,"2,4","1,9","0,7","0,8","0,8","0,7","0,6","-7,8",7,"7,8",-6,"-0,5","-19,8","19,8","20,4","-17,3","-1,7",8,"16,1","12,8","-12,1","8,1","-16,3","9,9","10,8",-11,"-0,9",11.210.945,11.965.227,12.274.705,13.561.932,13.833.020,812.004,1.161.062,754.779,3.596,647.080,-547.471,-519.167,-1.060.274,-895.466,-359.171,170.747,174.726,-310.406,1.393.017,-496.173,-,8.145.042,6.881.875,3.038.750,3.053.532
CCR SA,ON,Bovespa,Ação,ativo,CCRO3,Atividades auxiliares ao transporte rodoviário,-,8.128.080,7.909.456,12.621.169,10.994.963,10.441.129,25.320.540,33.446.988,37.926.131,43.648.169,48.655.970,7.624.209,6.712.407,10.766.539,8.482.420,6.131.865,17.884.649,26.938.155,27.958.011,33.083.483,38.963.148,7.741.163,8.264.762,11.464.563,12.462.153,13.608.891,"0,09457029703","0,34437221","2,046084195","0,8445987365","0,6189515122",9.889.480,12.244.247,19.181.691,18.932.725,21.783.791,191.032,695.631,4.133.088,1.704.840,1.248.695,"59,5","64,7","57,4","56,1","57,3","1,1","1,4","1,2","1,3","1,7","0,6","0,5","0,5","0,5","0,4","0,3","1,9","8,3","3,4","2,2","1,1","9,8","41,3","14,9","9,7","20,6","29,8","52,7","32,9","24,9","0,9","6,6",22,"9,8",6,33.448.620,41.356.444,50.547.300,54.643.132,59.097.099,4.151.670,4.590.146,6.485.584,6.817.411,7.172.545,-123.001,-8.211.679,-4.023.604,-4.817.471,-5.985.416,-1.744.530,4.668.939,-1.822.275,-2.679.293,-1.564.864,27.209.400,23.411.800,21.856.378,28.599.903,20.442.879
Cea Modas,ON,Bovespa,Ação,ativo,CEAB3,Loja de roupas,-,3.519.978,3.929.398,4.753.223,4.441.842,4.993.393,3.789.669,4.743.268,4.876.371,4.975.814,5.060.506,2.251.711,1.901.386,3.679.731,3.200.131,3.850.272,2.403.136,3.262.602,2.949.667,3.204.806,2.895.139,2.654.798,2.995.006,3.000.195,3.012.716,3.308.484,"-0,539609607","1,067360556","0,002701940283","0,007636695479","1,479858625",4.085.486,5.153.205,6.183.550,6.719.317,7.636.539,-166.332,329.008,831,2.335,452.477,"16,6","15,9","22,3","17,9","14,9","1,6","1,6","1,3","1,4","1,3",1,"0,9","0,9",1,1,"-2,3","3,8",0,0,"4,5","-6,2","11,6",0,"0,1","14,3",-4,"1,8","4,3","5,9","10,6","-4,1","6,4",0,0,"5,9",7.309.647,8.672.666,9.629.594,9.417.656,10.053.899,604.648,480.793,1.090.374,960.251,1.485.047,-259.999,-571.324,-471.588,-234.423,-291.762,717.401,-360.601,5.054,-1.244.331,-945.648,3.973.279,1.894.388,701.370,2.392.805,2.347.199
Ceb,ON,Bovespa,Ação,ativo,CEBR3,"Geração, transmissão e distribuição de energia elétrica",-,3.318.072,959.013,817.870,785.777,839.759,515.720,555.373,618.957,630.081,644.881,2.844.635,76.113,177.013,112.807,115.321,88.332,14.663,32.857,34.013,54.239,678.769,829.002,977.096,1.008.340,1.065.393,"6,00176896","17,34772169","2,723873249","2,545853561","2,417083397",255.178,343.088,322.217,352.571,350.369,432.619,1.250.457,196.342,183.510,174.228,"2,5",0,0,0,0,"1,2","2,2","4,6",7,"7,3","1,1","2,1",4,"5,6","5,3","12,1","85,5",18,"16,6","15,2","48,9","132,1","22,6","18,8","17,5","51,5","547,7","88,3","63,1","63,1","182,4","377,3","80,1","66,7","64,4",3.833.792,1.514.386,1.436.827,1.415.858,1.484.640,230.666,-385.148,198.892,243.374,236.752,-22.277,2.510.477,-2.958,-36.508,-3.499,-223.523,-1.547.240,-171.217,-263.457,-207.559,1.965.741,1.132.611,738.778,1.258.012,1.175.579
Ceb,PNA,Bovespa,Ação,ativo,CEBR5,"Geração, transmissão e distribuição de energia elétrica",-,3.318.072,959.013,817.870,785.777,839.759,515.720,555.373,618.957,630.081,644.881,2.844.635,76.113,177.013,112.807,115.321,88.332,14.663,32.857,34.013,54.239,678.769,829.002,977.096,1.008.340,1.065.393,"6,00176896","17,34772169","2,723873249","2,545853561","2,417083397",255.178,343.088,322.217,352.571,350.369,432.619,1.250.457,196.342,183.510,174.228,"2,5",0,0,0,0,"1,2","2,2","4,6",7,"7,3","1,1","2,1",4,"5,6","5,3","12,1","85,5",18,"16,6","15,2","48,9","132,1","22,6","18,8","17,5","51,5","547,7","88,3","63,1","63,1","182,4","377,3","80,1","66,7","64,4",3.833.792,1.514.386,1.436.827,1.415.858,1.484.640,230.666,-385.148,198.892,243.374,236.752,-22.277,2.510.477,-2.958,-36.508,-3.499,-223.523,-1.547.240,-171.217,-263.457,-207.559,1.965.741,1.132.611,738.778,1.258.012,1.175.579
Ceb,PNB,Bovespa,Ação,ativo,CEBR6,"Geração, transmissão e distribuição de energia elétrica",-,3.318.072,959.013,817.870,785.777,839.759,515.720,555.373,618.957,630.081,644.881,2.844.635,76.113,177.013,112.807,115.321,88.332,14.663,32.857,34.013,54.239,678.769,829.002,977.096,1.008.340,1.065.393,"6,00176896","17,34772169","2,723873249","2,545853561","2,417083397",255.178,343.088,322.217,352.571,350.369,432.619,1.250.457,196.342,183.510,174.228,"2,5",0,0,0,0,"1,2","2,2","4,6",7,"7,3","1,1","2,1",4,"5,6","5,3","12,1","85,5",18,"16,6","15,2","48,9","132,1","22,6","18,8","17,5","51,5","547,7","88,3","63,1","63,1","182,4","377,3","80,1","66,7","64,4",3.833.792,1.514.386,1.436.827,1.415.858,1.484.640,230.666,-385.148,198.892,243.374,236.752,-22.277,2.510.477,-2.958,-36.508,-3.499,-223.523,-1.547.240,-171.217,-263.457,-207.559,1.965.741,1.132.611,738.778,1.258.012,1.175.579
Cedro,ON,Bovespa,Ação,ativo,CEDO3,Tecelagens,Sim,295.748,422.285,486.119,475.305,388.066,393.283,408.132,392.897,406.888,556.008,308.053,432.347,541.456,340.379,314.141,232.123,198.401,217.742,341.807,319.336,131.148,132.680,114.730,198.484,309.019,"-4,1486","0,1532","-1,795","8,0354","11,0535",618.625,954.276,1.227.649,1.115.439,1.036.777,-41.486,1.532,-17.950,80.354,110.535,"32,9","27,5","29,6","39,6","40,3",1,"0,9","0,9","1,4","1,2","0,7","0,7","0,7","0,8","0,8","-6,7","-0,2","-3,1","9,1","11,7","-26,7","-1,4","-20,3","50,1","43,3","0,2","4,7","5,6","16,9","15,9","-7,4","-0,2","-2,2","7,2","10,7",689.031,830.417,879.016,882.193,944.074,36.368,-42.214,-21.023,97.548,60.073,-2.155,-5.124,-17.496,-41.446,-71.492,-38.194,48.357,40.339,9.693,-64.643,90.029,62.499,52.725,274.769,274.048
Cedro,PN,Bovespa,Ação,ativo,CEDO4,Tecelagens,Sim,295.748,422.285,486.119,475.305,388.066,393.283,408.132,392.897,406.888,556.008,308.053,432.347,541.456,340.379,314.141,232.123,198.401,217.742,341.807,319.336,131.148,132.680,114.730,198.484,309.019,"-4,1486","0,1532","-1,795","8,0354","11,0535",618.625,954.276,1.227.649,1.115.439,1.036.777,-41.486,1.532,-17.950,80.354,110.535,"32,9","27,5","29,6","39,6","40,3",1,"0,9","0,9","1,4","1,2","0,7","0,7","0,7","0,8","0,8","-6,7","-0,2","-3,1","9,1","11,7","-26,7","-1,4","-20,3","50,1","43,3","0,2","4,7","5,6","16,9","15,9","-7,4","-0,2","-2,2","7,2","10,7",689.031,830.417,879.016,882.193,944.074,36.368,-42.214,-21.023,97.548,60.073,-2.155,-5.124,-17.496,-41.446,-71.492,-38.194,48.357,40.339,9.693,-64.643,90.029,62.499,52.725,274.769,274.048
Ceee-D,ON,Bovespa,Ação,ativo,CEED3,"Empresa de eletricidade, gás e água",-,1.092.139,2.589.164,2.476.477,3.063.620,2.550.887,2.922.725,4.154.583,4.363.481,4.588.236,5.661.850,2.161.791,2.211.298,2.154.302,2.822.722,2.221.043,7.595.967,7.169.069,7.430.313,8.183.770,9.610.025,-5.742.894,-2.657.840,-2.744.657,-3.354.636,-3.618.331,"-167,6418326","-10,3079326","-3,899674353","-6,615771198","-6,43012893",3.514.445,4.888.063,4.467.992,4.792.835,5.339.988,-1.622.898,-394.234,-266.172,-451.559,-438.888,"24,5","47,4","49,2","57,9","69,5","0,5","1,2","1,1","1,1","1,1","0,2","0,5","0,5","0,5","0,5","-40,4","-5,8","-3,9","-5,9","-5,3",-,-,-,-,-,"-19,5","0,8","5,7","6,4","5,3","-46,2","-8,1",-6,"-9,4","-8,2",4.014.864,6.743.747,6.839.958,7.651.856,8.212.737,36.714,-416.664,404.091,-323.730,-601.987,-5.249,-861.502,-627.288,-786.002,-735.494,-51.644,1.740.058,121.564,1.159.609,956.425,563.697,3.276.237,2.593.195,1.656.856,-
Ceee-D,PN,Bovespa,Ação,ativo,CEED4,"Empresa de eletricidade, gás e água",-,1.092.139,2.589.164,2.476.477,3.063.620,2.550.887,2.922.725,4.154.583,4.363.481,4.588.236,5.661.850,2.161.791,2.211.298,2.154.302,2.822.722,2.221.043,7.595.967,7.169.069,7.430.313,8.183.770,9.610.025,-5.742.894,-2.657.840,-2.744.657,-3.354.636,-3.618.331,"-167,6418326","-10,3079326","-3,899674353","-6,615771198","-6,43012893",3.514.445,4.888.063,4.467.992,4.792.835,5.339.988,-1.622.898,-394.234,-266.172,-451.559,-438.888,"24,5","47,4","49,2","57,9","69,5","0,5","1,2","1,1","1,1","1,1","0,2","0,5","0,5","0,5","0,5","-40,4","-5,8","-3,9","-5,9","-5,3",-,-,-,-,-,"-19,5","0,8","5,7","6,4","5,3","-46,2","-8,1",-6,"-9,4","-8,2",4.014.864,6.743.747,6.839.958,7.651.856,8.212.737,36.714,-416.664,404.091,-323.730,-601.987,-5.249,-861.502,-627.288,-786.002,-735.494,-51.644,1.740.058,121.564,1.159.609,956.425,563.697,3.276.237,2.593.195,1.656.856,-
Ceg,ON,Bovespa,Ação,ativo,CEGR3,Distribuição de gás natural,-,813.850,903.842,1.171.292,1.212.370,1.203.302,2.598.376,2.835.756,3.098.507,3.320.822,3.448.657,1.023.006,1.201.621,1.121.801,1.063.510,1.430.958,1.195.111,1.265.576,1.995.739,2.080.513,1.629.006,1.194.109,1.020.780,1.152.259,1.389.169,1.591.995,"1,372416922","1,919008051","1,107132465","2,412553752","2,128887937",3.184.991,4.413.489,6.133.756,5.602.206,5.162.070,352.075,474.824,273.940,596.943,526.755,"34,6","31,9","29,3","26,9","25,2","0,8","0,6",1,"1,1","0,8","0,5","0,6","0,6","0,7","0,7","10,3","12,7","6,4","13,2","11,3","33,4","42,9","25,2",47,"35,3","19,2","17,5","13,6","18,5","17,5","11,1","10,8","4,5","10,7","10,2",3.412.226,3.739.598,4.269.799,4.533.192,4.651.959,483.725,630.476,582.928,718.264,590.842,-137.725,-130.771,-240.219,-282.916,-243.102,-23.320,-614.023,-174.465,-283.500,-452.307,14.845.920,14.351.056,-,-,13.777.157
Celesc,ON,Bovespa,Ação,ativo,CLSC3,"Geração, transmissão e distribuição de energia elétrica",-,3.955.299,3.765.568,3.678.616,3.409.987,3.898.270,6.711.955,8.192.677,7.949.451,8.892.274,9.139.488,3.522.162,3.613.999,3.757.419,3.730.676,3.049.785,5.160.450,6.054.768,4.987.472,5.639.018,6.316.694,1.984.642,2.621.369,2.883.176,2.932.567,3.671.279,"13,44753831","14,60091779","14,01472609","14,44178269","18,55803583",8.858.700,11.341.550,10.082.841,10.402.608,10.658.858,518.685,563.172,540.562,557.034,715.802,"18,4","16,9","21,1","25,8","32,2","1,1","1,1",1,"0,9","1,3","0,8","0,8","0,8","0,7","0,8","4,9","4,7","4,6","4,5","5,5","30,6","24,5","19,6","19,2","21,7","7,7",7,8,"7,9","11,4","5,9",5,"5,4","5,4","6,7",10.667.254,11.958.245,11.628.067,12.302.261,13.037.758,913.320,378.279,867.915,450.294,281.690,-526.755,-613.239,-1.008.923,-1.009.682,-955.054,213.459,-87.157,237.604,524.900,786.650,2.154.346,2.507.698,2.036.121,2.461.612,3.048.517
Celesc,PN,Bovespa,Ação,ativo,CLSC4,"Geração, transmissão e distribuição de energia elétrica",-,3.955.299,3.765.568,3.678.616,3.409.987,3.898.270,6.711.955,8.192.677,7.949.451,8.892.274,9.139.488,3.522.162,3.613.999,3.757.419,3.730.676,3.049.785,5.160.450,6.054.768,4.987.472,5.639.018,6.316.694,1.984.642,2.621.369,2.883.176,2.932.567,3.671.279,"13,44753831","14,60091779","14,01472609","14,44178269","18,55803583",8.858.700,11.341.550,10.082.841,10.402.608,10.658.858,518.685,563.172,540.562,557.034,715.802,"18,4","16,9","21,1","25,8","32,2","1,1","1,1",1,"0,9","1,3","0,8","0,8","0,8","0,7","0,8","4,9","4,7","4,6","4,5","5,5","30,6","24,5","19,6","19,2","21,7","7,7",7,8,"7,9","11,4","5,9",5,"5,4","5,4","6,7",10.667.254,11.958.245,11.628.067,12.302.261,13.037.758,913.320,378.279,867.915,450.294,281.690,-526.755,-613.239,-1.008.923,-1.009.682,-955.054,213.459,-87.157,237.604,524.900,786.650,2.154.346,2.507.698,2.036.121,2.461.612,3.048.517
